_id,label,table1.id,table2.id,table1.title,table2.title,table1.authors,table2.authors,table1.venue,table2.venue,table1.year,table2.year
128,0,575,927,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",reminiscences on influential papers,,kenneth a. ross,sigmod record,acm sigmod record,,2003.0
129,0,1910,2016,adapting materialized views after redefinitions 1995,"rainbow : multi-xquery optimization using materialized xml views xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner international conference on management of data","ashish gupta , inderpal singh mumick , kenneth a. ross",,sigmod conference,,,2003.0
130,0,201,342,editor 's notes 1996,editorial,jennifer widom,richard snodgrass,sigmod record,acm transactions on database systems ( tods ),,2001.0
131,0,703,2227,automated resolution of semantic heterogeneity in multidatabases,semantic integration in heterogeneous databases using neural networks 1994,"a. r. hurson , simin h. pakzad , m. w. bright","wen-syan li , chris clifton",acm trans . database syst .,very large data bases,1994.0,
132,0,267,1648,lambda-db : an odmg-based object-oriented dbms 2000,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994","arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",,sigmod conference,,,
133,0,22,189,"a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez 1997",catching the boat with strudel : experiences with a web-site management system 1998,,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod record,international conference on management of data,,
134,0,972,1459,applying update streams in a soft real-time database system 1995,index concurrency control in firm real-time database systems,"brad adelberg , hector garcia-molina , ben kao","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",sigmod conference,very large data bases,,1995.0
135,0,1450,1454,"acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu 1995",a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system 1995,,"kun-lung wu , philip s. yu , jen-yao chung , james z. teng",sigmod record,very large data bases,,
136,0,11,1898,"aurora : a data stream management system nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",the mariposa distributed database management system acm sigmod record,,jeff sidell,sigmod conference,,2003.0,1996.0
137,0,2302,1317,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",a taxonomy for secure object-oriented databases,,"martin s. olivier , sebastiaan h. von solms",,acm transactions on database systems ( tods ),,1994.0
138,1,413,1129,zoo : a desktop experiment management environment vldb,"zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti","miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta",,,very large data bases,1996.0,1996.0
139,0,2091,562,the database and information system research group at the university of ulm sigmod record,database research at the university of illinois at urbana-champaign,"peter dadam , wolfgang klas","m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",,acm sigmod record,1997.0,2002.0
140,0,334,816,"online scaling in a highly available database svein erik bratsberg , rune humborstad","a scalable and highly available networked database architecture roger bamford , rafiul ahad , angelo pruscino",,,vldb,very large data bases,2001.0,1999.0
141,0,1624,232,the mlpq/gis constraint database system sigmod conference,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",,,,2000.0,1998.0
142,0,1560,1471,combining multi-visual features for efficient indexing in a large image database vldb j.,an efficient algorithm for mining association rules in large databases very large data bases,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh","ashoka savasere , edward omiecinski , shamkant b. navathe",,,2001.0,1995.0
143,0,644,1317,index configuration in object-oriented databases elisa bertino vldb j. 1994,a taxonomy for secure object-oriented databases,,"martin s. olivier , sebastiaan h. von solms",,acm transactions on database systems ( tods ),,1994.0
144,0,1989,1215,databases for networks 1994,"an experimental object-based sharing system for networked databases doug fang , shahram ghandeharizadeh , dennis mcleod the vldb journal -- the international journal on very large data bases",h. v. jagadish,,sigmod conference,,,1996.0
145,0,1894,2054,reasoning on regular path queries,"xpath queries on streaming data feng peng , sudarshan s. chawathe","giuseppe de giacomo , moshe y. vardi , maurizio lenzerini , diego calvanese",,sigmod record,international conference on management of data,2003.0,2003.0
146,0,542,582,"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens claußen , klaus peithner , alfons kemper vldb 1997",versioning and configuration management in an object-oriented data model edward sciore the vldb journal -- the international journal on very large data bases 1994,,,,,,
147,1,1669,839,"active storage hierarchy , database systems and applications - socratic exegesis joel h. saltz , john burgess , felipe cariño , william o'connell vldb","active storage hierarchy , database systems and applications - socratic exegesis felipe cari &#241; o , william o'connell , john burgess , joel h. saltz",,,,very large data bases,1999.0,1999.0
148,0,1729,1512,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen vldb",semantic assumptions and query evaluation in temporal databases international conference on management of data,,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",,,1996.0,1995.0
149,1,871,2081,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003","qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",,,sigmod conference,international conference on management of data,,
150,0,1507,232,query decomposition and view maintenance for query languages for unstructured data 1996,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),dan suciu,,vldb,,,1998.0
151,0,719,1632,minimal probing : supporting expensive predicates for top-k queries sigmod conference,"optimizing disjunctive queries with expensive predicates a. kemper , g. moerkotte , k. peithner , m. steinbrunn","kevin chen-chuan chang , seung-won hwang",,,international conference on management of data,2002.0,1994.0
152,1,8,1759,"report on dart ' 96 : databases : active and real-time ( concepts meet practice ) nandit soparkar , krithi ramamritham sigmod record 1997",report on dart ' 96 : databases : active and real-time ( concepts meet practice ) 1997,,"krithi ramamritham , nandit soparkar",,acm sigmod record,,
153,1,487,801,"optimization of run-time management of data intensive web-sites khaled yagoub , dan suciu , alon y. levy , daniela florescu vldb 1999","optimization of run-time management of data intensive web-sites daniela florescu , alon y. levy , dan suciu , khaled yagoub",,,,very large data bases,,1999.0
154,0,963,1495,efficient testing of high performance transaction processing systems 1997,enterprise transaction processing on windows nt 1995,"d. wildfogel , ramana yerneni",greg hope,vldb,international conference on management of data,,
155,0,736,557,warehousing workflow data : challenges and opportunities vldb,"mining system audit data : opportunities and challenges wenke lee , wei fan","umeshwar dayal , ming-chien shan , angela bonifati , fabio casati",,,acm sigmod record,2001.0,2001.0
156,0,1531,1371,optimizing the secure evaluation of twig queries vldb,"optimizing multi-feature queries for image databases ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling 2000","sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",,,very large data bases,2002.0,
157,1,1749,160,real business processing meets the web james chong 1998,real business processing meets the web 1998,,james chong,sigmod conference,international conference on management of data,,
